MLR,Ridge,Lasso,Decision Tree Regression
178.21092634914748,175.27300840528414,175.6306339228693,168.5114503816794
172.17070962310441,182.21773520336268,182.73178510818488,169.225
28.27229319281346,31.715812104045618,31.384842251836595,30.388429752066116
77.84925119831445,98.08966975270806,98.73907162632528,101.60483870967742
111.27420389310267,132.50606144856533,133.30477061240887,114.47008547008546
20.188223833387696,45.364455918295675,44.746269314804096,50.673758865248224
71.97964063770044,87.12575334377712,87.36068277101558,101.60483870967742
183.7278432227098,180.4983113989915,180.91012123422203,203.98765432098764
43.51959035678999,57.7684074958418,57.79349942905852,30.388429752066116
19.031054055928788,34.09677657943966,33.432435579343995,50.673758865248224
123.73983110425331,124.60141916559812,124.49121945598955,114.47008547008546
181.06001098096613,170.8251837463551,171.38671930558328,203.98765432098764
86.9653607661434,84.08656810835573,83.88516373231087,92.97560975609755
136.73640569780164,143.65879917116692,143.16759993109827,168.5114503816794
77.59737481980932,61.6643064507873,61.91486715191323,92.97560975609755
150.56152199240452,145.92874431861372,145.79125677929233,203.98765432098764
103.13830751453548,120.204696798403,120.12645978422358,168.5114503816794
177.97458369686814,189.58024062700733,190.43719477558093,169.225
124.11672227500746,116.28321952575132,116.55866598881141,92.97560975609755
161.11261888536785,186.2401996837228,187.27982715128195,169.225
152.48295907114553,137.6391747114496,138.34106180583757,92.97560975609755
88.28734939751331,102.22882958861973,102.22213474560039,101.60483870967742
173.94040397034615,188.79594202400855,190.04732188033216,203.98765432098764
172.8749291443744,151.62241871501928,151.463590222688,203.98765432098764
62.806896777972874,52.347541571546486,52.01320702271081,24.03174603174603
59.50043361202692,77.6543263245261,77.62485292893578,101.60483870967742
185.21122995310105,184.36075491351676,184.94458946145252,203.98765432098764
89.09320805576462,93.56369748484659,93.02350348005879,101.60483870967742
162.82874543697162,185.56668959597366,186.59226968672465,114.47008547008546
170.62288674248006,162.6105195639553,162.50604408821422,203.98765432098764
119.60810913653324,94.89576976068787,91.22051904899664,168.5114503816794
198.34235501213615,155.7541788862048,155.58143759644648,203.98765432098764
81.26365653161754,89.83395449758441,90.1863128196816,101.60483870967742
153.84731749261246,149.78875693252786,151.0455965992275,92.97560975609755
60.487794991283735,56.571030995425204,55.91057398966463,92.97560975609755
144.9380351306707,164.97247936725176,165.97655698331312,168.5114503816794
146.94816862367668,147.8913246699944,147.88911027775316,114.47008547008546
22.413040746222173,30.855329181600382,30.58759442923654,24.03174603174603
95.06086991503658,87.20011187372597,87.14262604739642,168.5114503816794
98.22081759657405,121.84091562703992,122.18400031279549,101.60483870967742
-4.969692389547006,21.495534271617032,19.820758866902366,50.673758865248224
6.510186132821884,40.528451961950935,40.50832084538191,50.673758865248224
154.9537959621033,144.0058814974673,143.90204805618083,203.98765432098764
32.32958497840943,30.77316823774947,30.4250384472129,50.673758865248224
171.35948356341527,172.3871024685678,172.2567082444952,203.98765432098764
13.717168138589718,29.225995131002612,29.31639865222519,50.673758865248224
-44.22171051801475,-44.380875995511836,-46.254970327171925,50.673758865248224
183.85393697454853,181.0836576039982,182.0355693891146,203.98765432098764
72.18760299881731,91.48144400960724,91.68668224798016,24.03174603174603
238.93294536231002,226.34852550137637,226.84294435254787,203.98765432098764
73.23452228494175,69.35330309402431,69.68464400441465,24.03174603174603
16.006214360908732,37.3854666789176,36.45184060127109,50.673758865248224
167.8148881422955,171.17949851002697,171.75474107782486,203.98765432098764
151.7453926363362,148.88120065422785,148.80714669479897,114.47008547008546
26.2109537063104,31.52383194041287,31.647836975342354,30.388429752066116
37.849342624985056,50.69874130127202,50.33114504969038,24.03174603174603
164.96822242416945,168.68855949808614,169.61038408978004,169.225
138.07440108691583,149.1413565239117,149.2267541078637,168.5114503816794
154.6506495240607,160.21061455140384,161.08941776192327,169.225
86.07941192804155,108.12405768689061,109.02578717178491,24.03174603174603
145.21001388782602,187.23934554870968,188.85497299094294,169.225
35.26819101976429,31.711055558560542,30.662980557296514,50.673758865248224
35.59461588686395,44.38838482260472,44.82141581338486,30.388429752066116
