datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
10/12/2024 10:00:00 PM,1,PJM,,,ZONE,,29.844167,29.931265,0.065208,0.02189,32.11,31.886222,-0.272153,0.048375
10/12/2024 9:00:00 PM,1,PJM,,,ZONE,,28.395,28.478664,0.062413,0.021251,34.48,34.259238,-0.247321,0.026559
10/12/2024 8:00:00 PM,1,PJM,,,ZONE,,30.404167,30.504463,0.079023,0.021274,39.04,38.952125,-0.070533,-0.017342
10/12/2024 7:00:00 PM,1,PJM,,,ZONE,,29.11,29.169146,0.040133,0.019013,56.16,56.207572,0.055151,-0.007579
10/12/2024 6:00:00 PM,1,PJM,,,ZONE,,26.75,26.807429,0.038018,0.019411,78.63,79.038119,0.316804,0.091315
10/12/2024 5:00:00 PM,1,PJM,,,ZONE,,33.9625,34.015161,0.029548,0.023113,57.26,57.509321,0.244806,0.004515
10/12/2024 4:00:00 PM,1,PJM,,,ZONE,,19.49,19.503184,-0.000194,0.013378,38.04,38.292077,0.268648,-0.016571
10/12/2024 3:00:00 PM,1,PJM,,,ZONE,,29.500833,29.532413,0.013238,0.018342,30.08,30.450341,0.386952,-0.016611
10/12/2024 2:00:00 PM,1,PJM,,,ZONE,,18.213333,18.22716,0.002096,0.01173,27.74,27.842603,0.147631,-0.045028
10/12/2024 1:00:00 PM,1,PJM,,,ZONE,,25.06,25.079284,0.003581,0.015703,27.38,27.393052,0.064582,-0.05153
10/12/2024 12:00:00 PM,1,PJM,,,ZONE,,21.7825,21.802597,0.005,0.015096,26.17,26.224097,0.085812,-0.031715
10/12/2024 11:00:00 AM,1,PJM,,,ZONE,,21.368333,21.38401,0.000783,0.014894,24.67,24.694853,0.061864,-0.037011
10/12/2024 10:00:00 AM,1,PJM,,,ZONE,,24.158333,24.178548,0.000972,0.019243,24.15,24.173534,0.049127,-0.025593
10/12/2024 9:00:00 AM,1,PJM,,,ZONE,,19.094167,19.109224,0,0.015057,22.08,22.126195,0.040207,0.005988
10/12/2024 8:00:00 AM,1,PJM,,,ZONE,,22.43,22.452487,0.005618,0.016869,26.49,26.539154,0.031298,0.017856
10/12/2024 7:00:00 AM,1,PJM,,,ZONE,,31.794167,31.838495,0.021847,0.022481,34.45,34.729912,0.225444,0.054468
10/12/2024 6:00:00 AM,1,PJM,,,ZONE,,26.0975,26.117994,0.002105,0.018389,26.24,26.390177,0.133899,0.016278
10/12/2024 5:00:00 AM,1,PJM,,,ZONE,,25.451667,25.471318,0.001608,0.018043,23.82,23.824556,0.014478,-0.009922
10/12/2024 4:00:00 AM,1,PJM,,,ZONE,,19.395833,19.417332,0.008055,0.013443,21.65,21.648882,0.009716,-0.010834
10/12/2024 3:00:00 AM,1,PJM,,,ZONE,,22.578333,22.61095,0.017126,0.015491,19.03,18.966835,-0.055895,-0.00727
10/12/2024 2:00:00 AM,1,PJM,,,ZONE,,17.084167,17.109577,0.010374,0.015037,19.42,19.283728,-0.122183,-0.014089
10/12/2024 1:00:00 AM,1,PJM,,,ZONE,,20.314167,20.345462,0.015986,0.015309,26.96,26.702193,-0.240821,-0.016986
10/12/2024 12:00:00 AM,1,PJM,,,ZONE,,18.9025,18.929453,0.012862,0.014091,24.47,24.209857,-0.253811,-0.006332
10/11/2024 11:00:00 PM,1,PJM,,,ZONE,,19.494167,19.512984,0.003849,0.014968,20.98,20.771037,-0.188103,-0.02086
10/11/2024 10:00:00 PM,1,PJM,,,ZONE,,21.4125,21.434948,0.004529,0.017919,23.3,23.117972,-0.148886,-0.033142
10/11/2024 9:00:00 PM,1,PJM,,,ZONE,,21.1775,21.196717,0.004901,0.014316,24.72,24.745893,0.0846,-0.058707
10/11/2024 8:00:00 PM,1,PJM,,,ZONE,,22.360833,22.395036,0.019222,0.014981,27.95,28.310499,0.418909,-0.05841
10/11/2024 7:00:00 PM,1,PJM,,,ZONE,,36.391667,36.446123,0.032287,0.02217,35.69,36.329175,0.634319,0.004856
10/11/2024 6:00:00 PM,1,PJM,,,ZONE,,39.160833,39.24171,0.057037,0.023839,47.86,48.641059,0.77374,0.007319
10/11/2024 5:00:00 PM,1,PJM,,,ZONE,,91.401667,91.499676,0.041049,0.05696,36.71,37.360105,0.660926,-0.010821
10/11/2024 4:00:00 PM,1,PJM,,,ZONE,,23.233333,23.245612,0.00026,0.012019,27.75,27.992698,0.265375,-0.022677
10/11/2024 3:00:00 PM,1,PJM,,,ZONE,,20.579167,20.591767,0.000243,0.012357,25.05,25.070725,0.030657,-0.009932
10/11/2024 2:00:00 PM,1,PJM,,,ZONE,,20.815833,20.82865,0.001454,0.011363,23.82,23.867006,0.079143,-0.032137
10/11/2024 1:00:00 PM,1,PJM,,,ZONE,,20.294167,20.310879,0.00133,0.015382,23.76,23.723509,-0.020347,-0.016144
10/11/2024 12:00:00 PM,1,PJM,,,ZONE,,20.353333,20.365707,0.002275,0.010099,24.28,24.243294,-0.016205,-0.020501
10/11/2024 11:00:00 AM,1,PJM,,,ZONE,,21.953333,21.971515,0.003684,0.014498,25.03,25.010385,0.000669,-0.020284
10/11/2024 10:00:00 AM,1,PJM,,,ZONE,,26.86,26.882835,0.005074,0.017761,25.81,25.815905,0.023616,-0.017711
10/11/2024 9:00:00 AM,1,PJM,,,ZONE,,19.141667,19.159885,0.003382,0.014836,25.43,25.406493,0.008442,-0.031949
10/11/2024 8:00:00 AM,1,PJM,,,ZONE,,27.635833,27.676417,0.020497,0.020087,32.95,32.884544,0.021696,-0.087152
10/11/2024 7:00:00 AM,1,PJM,,,ZONE,,34.868333,34.916596,0.022334,0.025929,58.46,58.631554,0.198789,-0.027235
10/11/2024 6:00:00 AM,1,PJM,,,ZONE,,25.239167,25.279984,0.020549,0.020268,46.68,46.871643,0.224398,-0.032755
10/11/2024 5:00:00 AM,1,PJM,,,ZONE,,19.36,19.385509,0.010141,0.015369,27.9,27.677243,-0.18516,-0.037597
10/11/2024 4:00:00 AM,1,PJM,,,ZONE,,20.064167,20.09739,0.016748,0.016475,21.97,21.848213,-0.099913,-0.021874
10/11/2024 3:00:00 AM,1,PJM,,,ZONE,,19.533333,19.564842,0.016825,0.014684,20.66,20.572794,-0.058448,-0.028758
10/11/2024 2:00:00 AM,1,PJM,,,ZONE,,19.478333,19.512367,0.018168,0.015866,20.94,20.866345,-0.052932,-0.020723
10/11/2024 1:00:00 AM,1,PJM,,,ZONE,,20.105833,20.138275,0.016996,0.015446,22.83,22.700562,-0.102228,-0.02721
10/11/2024 12:00:00 AM,1,PJM,,,ZONE,,21.441667,21.479064,0.01972,0.017677,25.41,25.200993,-0.187824,-0.021183
10/10/2024 11:00:00 PM,1,PJM,,,ZONE,,23.176667,23.207048,0.013629,0.016753,26.82,26.870259,0.074094,-0.023835
10/10/2024 10:00:00 PM,1,PJM,,,ZONE,,22.481667,22.517086,0.016058,0.019361,29.95,30.064653,0.142689,-0.028036
10/10/2024 9:00:00 PM,1,PJM,,,ZONE,,29.428333,29.51151,0.061366,0.021811,30.85,31.135682,0.322857,-0.037175
10/10/2024 8:00:00 PM,1,PJM,,,ZONE,,36.789167,36.858736,0.044724,0.024846,37.74,38.19013,0.443766,0.006364
10/10/2024 7:00:00 PM,1,PJM,,,ZONE,,74.06,74.182825,0.072741,0.050084,61.24,62.024443,0.774129,0.010314
10/10/2024 6:00:00 PM,1,PJM,,,ZONE,,65.790833,65.867064,0.035431,0.0408,61.87,62.820146,0.887105,0.063041
10/10/2024 5:00:00 PM,1,PJM,,,ZONE,,44.301667,44.361235,0.029809,0.02976,37.98,38.631117,0.590499,0.060618
10/10/2024 4:00:00 PM,1,PJM,,,ZONE,,23.4125,23.460399,0.032939,0.014961,26.16,26.198285,0.044852,-0.006567
10/10/2024 3:00:00 PM,1,PJM,,,ZONE,,22.680833,22.711084,0.016201,0.014051,22.62,22.569143,-0.011753,-0.039104
10/10/2024 2:00:00 PM,1,PJM,,,ZONE,,20.605833,20.623534,0.003826,0.013875,22.86,22.812627,0.00148,-0.048853
10/10/2024 1:00:00 PM,1,PJM,,,ZONE,,20.870833,20.893142,0.007927,0.014382,23.95,23.905915,-0.001884,-0.042201
10/10/2024 12:00:00 PM,1,PJM,,,ZONE,,23.706667,23.735144,0.012783,0.015695,24.13,24.082493,-0.005229,-0.042278
10/10/2024 11:00:00 AM,1,PJM,,,ZONE,,20.03,20.056278,0.011762,0.014517,23.01,22.974461,-0.004195,-0.031344
10/10/2024 10:00:00 AM,1,PJM,,,ZONE,,22.218333,22.245718,0.010107,0.017277,22.76,22.735403,-0.002603,-0.021994
10/10/2024 9:00:00 AM,1,PJM,,,ZONE,,20.515,20.540311,0.009836,0.015476,24.23,24.215729,0.006938,-0.021209
10/10/2024 8:00:00 AM,1,PJM,,,ZONE,,32.185,32.284864,0.075349,0.024515,29.47,29.468554,0.039944,-0.04139
10/10/2024 7:00:00 AM,1,PJM,,,ZONE,,42.946667,43.050391,0.072938,0.030786,49.38,49.956008,0.51454,0.061468
10/10/2024 6:00:00 AM,1,PJM,,,ZONE,,31.3025,31.448415,0.120797,0.025117,40.34,40.909177,0.525915,0.043262
10/10/2024 5:00:00 AM,1,PJM,,,ZONE,,19.334167,19.404185,0.057143,0.012875,23.56,23.57155,0.027105,-0.015555
10/10/2024 4:00:00 AM,1,PJM,,,ZONE,,14.764167,14.799708,0.023937,0.011604,16.59,16.594082,0.01923,-0.015148
10/10/2024 3:00:00 AM,1,PJM,,,ZONE,,14.03,14.054472,0.012649,0.011823,16.3,16.299186,0.009124,-0.009938
10/10/2024 2:00:00 AM,1,PJM,,,ZONE,,13.12,13.135882,0.003281,0.012601,16.4,16.400515,0.009354,-0.008839
10/10/2024 1:00:00 AM,1,PJM,,,ZONE,,14.521667,14.534926,0.002651,0.010609,18.16,18.165701,0.02122,-0.015519
10/10/2024 12:00:00 AM,1,PJM,,,ZONE,,15.468333,15.494015,0.013211,0.012472,20.25,20.272004,0.046033,-0.024029
10/9/2024 11:00:00 PM,1,PJM,,,ZONE,,17.445,17.511346,0.052444,0.013902,25.07,25.105595,0.057869,-0.022274
10/9/2024 10:00:00 PM,1,PJM,,,ZONE,,20.8525,20.906482,0.036629,0.017353,31.31,31.408822,0.109479,-0.010657
10/9/2024 9:00:00 PM,1,PJM,,,ZONE,,30.671667,30.737666,0.043496,0.022504,36.1,36.40364,0.324574,-0.020934
10/9/2024 8:00:00 PM,1,PJM,,,ZONE,,29.1975,29.331941,0.114015,0.020426,39.9,40.416833,0.523252,-0.006419
10/9/2024 7:00:00 PM,1,PJM,,,ZONE,,42.7775,42.909135,0.10135,0.030285,70.4,71.570916,1.165986,0.00493
10/9/2024 6:00:00 PM,1,PJM,,,ZONE,,51.651667,51.841358,0.150549,0.039143,77.24,78.538159,1.281222,0.016937
10/9/2024 5:00:00 PM,1,PJM,,,ZONE,,34.626667,35.29878,0.646959,0.025154,53.65,54.595987,0.905073,0.040914
10/9/2024 4:00:00 PM,1,PJM,,,ZONE,,31.515,31.759726,0.223917,0.020809,34.65,34.904053,0.251813,0.00224
10/9/2024 3:00:00 PM,1,PJM,,,ZONE,,28.435,28.447176,-0.00464,0.016816,32.01,32.060851,0.065287,-0.014436
10/9/2024 2:00:00 PM,1,PJM,,,ZONE,,21.810833,21.825836,0.001033,0.01397,31.32,31.349794,0.059579,-0.029785
10/9/2024 1:00:00 PM,1,PJM,,,ZONE,,23.604167,23.59884,-0.021328,0.016002,28.56,28.569706,0.025848,-0.016142
10/9/2024 12:00:00 PM,1,PJM,,,ZONE,,25.366667,25.410864,0.026807,0.01739,27.83,27.831867,0.019252,-0.017385
10/9/2024 11:00:00 AM,1,PJM,,,ZONE,,22.431667,22.43205,-0.014242,0.014626,27.23,27.214968,0.008044,-0.023076
10/9/2024 10:00:00 AM,1,PJM,,,ZONE,,19.3475,19.359993,0.000063,0.01243,26.35,26.337671,0.016886,-0.029215
10/9/2024 9:00:00 AM,1,PJM,,,ZONE,,18.941667,18.957426,0.001011,0.014748,27.16,27.136741,0.013123,-0.036382
10/9/2024 8:00:00 AM,1,PJM,,,ZONE,,25.161667,25.192084,0.010673,0.019744,31.73,31.783508,0.094763,-0.041255
10/9/2024 7:00:00 AM,1,PJM,,,ZONE,,46.404167,46.45657,0.018591,0.033813,54.14,54.396644,0.273408,-0.016764
10/9/2024 6:00:00 AM,1,PJM,,,ZONE,,46.614167,46.688765,0.037547,0.037051,42.21,42.429847,0.252219,-0.032372
10/9/2024 5:00:00 AM,1,PJM,,,ZONE,,18.448333,18.470969,0.008615,0.01402,26.57,26.514039,-0.000065,-0.055896
10/9/2024 4:00:00 AM,1,PJM,,,ZONE,,15.523333,15.544021,0.009686,0.011002,21.26,21.231394,-0.00369,-0.024916
10/9/2024 3:00:00 AM,1,PJM,,,ZONE,,15.875833,15.899663,0.011317,0.012513,20.36,20.323191,0.002711,-0.03952
10/9/2024 2:00:00 AM,1,PJM,,,ZONE,,16.845,16.875991,0.01607,0.014921,19.46,19.41975,0.000791,-0.041041
10/9/2024 1:00:00 AM,1,PJM,,,ZONE,,17.415,17.440498,0.010338,0.01516,22.44,22.408246,0.002083,-0.033837
10/9/2024 12:00:00 AM,1,PJM,,,ZONE,,20.075,20.096103,0.006161,0.014942,26.39,26.363445,0.023084,-0.049639
10/8/2024 11:00:00 PM,1,PJM,,,ZONE,,19.06,19.079406,0.003369,0.016037,28.78,28.819039,0.071832,-0.032793
10/8/2024 10:00:00 PM,1,PJM,,,ZONE,,32.473333,32.507369,0.009412,0.024624,33.11,33.293398,0.214782,-0.031384
10/8/2024 9:00:00 PM,1,PJM,,,ZONE,,27.145,27.192126,0.025946,0.02118,34.17,34.545337,0.402484,-0.027147
10/8/2024 8:00:00 PM,1,PJM,,,ZONE,,33.338333,33.45071,0.087261,0.025115,40.48,41.077421,0.61884,-0.021419
10/8/2024 7:00:00 PM,1,PJM,,,ZONE,,45.145833,45.227971,0.050108,0.03203,69.21,70.317928,1.053103,0.054825
10/8/2024 6:00:00 PM,1,PJM,,,ZONE,,51.520833,51.57344,0.012797,0.039809,79.56,81.30484,1.648584,0.096256
10/8/2024 5:00:00 PM,1,PJM,,,ZONE,,27.134167,27.179636,0.025384,0.020085,53.13,54.381023,1.154473,0.09655
10/8/2024 4:00:00 PM,1,PJM,,,ZONE,,23.193333,23.212382,0.002468,0.01658,34.03,34.59229,0.5376,0.02469
10/8/2024 3:00:00 PM,1,PJM,,,ZONE,,20.821667,20.837039,-0.000016,0.015389,30.72,30.927008,0.19725,0.009758
10/8/2024 2:00:00 PM,1,PJM,,,ZONE,,21.788333,21.804764,0.00345,0.012981,29.9,30.174534,0.269742,0.004792
10/8/2024 1:00:00 PM,1,PJM,,,ZONE,,21.8375,21.853028,0.000006,0.015522,28.48,28.743383,0.280885,-0.017502
10/8/2024 12:00:00 PM,1,PJM,,,ZONE,,20.2775,20.291119,0.000099,0.01352,28.37,28.63221,0.264054,-0.001844
10/8/2024 11:00:00 AM,1,PJM,,,ZONE,,20.805833,20.81911,0.000025,0.013251,28.13,28.330472,0.228302,-0.02783
10/8/2024 10:00:00 AM,1,PJM,,,ZONE,,19.645833,19.658101,0,0.012268,28.42,28.546285,0.147161,-0.020876
10/8/2024 9:00:00 AM,1,PJM,,,ZONE,,15.925,15.937391,0,0.012391,28.23,28.325753,0.119061,-0.023308
10/8/2024 8:00:00 AM,1,PJM,,,ZONE,,20.676667,20.692481,-0.000068,0.015882,33.63,33.733033,0.12337,-0.020337
10/8/2024 7:00:00 AM,1,PJM,,,ZONE,,31.385833,31.407464,0.000659,0.020972,54.75,55.277569,0.540066,-0.012497
10/8/2024 6:00:00 AM,1,PJM,,,ZONE,,33.791667,33.823277,0.007911,0.023699,46.26,46.720837,0.507977,-0.04714
10/8/2024 5:00:00 AM,1,PJM,,,ZONE,,22.561667,22.578657,0.000158,0.016832,28.03,28.042958,0.056486,-0.043528
10/8/2024 4:00:00 AM,1,PJM,,,ZONE,,18.608333,18.620748,0.000628,0.011787,23.02,23.001441,0.017782,-0.036341
10/8/2024 3:00:00 AM,1,PJM,,,ZONE,,19.129167,19.151272,0.00595,0.016155,23.18,23.153096,0.00205,-0.028954
10/8/2024 2:00:00 AM,1,PJM,,,ZONE,,20.4175,20.445439,0.013577,0.014363,24.23,24.204337,0.00296,-0.028623
10/8/2024 1:00:00 AM,1,PJM,,,ZONE,,22.205833,22.224146,0.002169,0.016143,25.68,25.659264,0.009958,-0.030694
10/8/2024 12:00:00 AM,1,PJM,,,ZONE,,20.95,20.969644,0.004273,0.015371,29.38,29.387608,0.023694,-0.016086
10/7/2024 11:00:00 PM,1,PJM,,,ZONE,,20.9825,21.005318,0.006482,0.016337,30.47,30.555279,0.12876,-0.043481
10/7/2024 10:00:00 PM,1,PJM,,,ZONE,,61.094167,61.163812,0.021384,0.048262,32.59,32.764586,0.242678,-0.068092
10/7/2024 9:00:00 PM,1,PJM,,,ZONE,,84.106667,84.316891,0.145505,0.064719,34.62,35.027,0.498306,-0.091306
10/7/2024 8:00:00 PM,1,PJM,,,ZONE,,34.64,34.693234,0.027737,0.025497,39.51,40.138279,0.724893,-0.096614
10/7/2024 7:00:00 PM,1,PJM,,,ZONE,,175.0825,175.435877,0.224869,0.128508,66.44,67.211884,0.91612,-0.144236
10/7/2024 6:00:00 PM,1,PJM,,,ZONE,,111.53,111.597637,-0.018462,0.086099,81.79,82.549853,0.970298,-0.210445
10/7/2024 5:00:00 PM,1,PJM,,,ZONE,,49.753333,49.850543,0.05437,0.04284,62.2,62.922464,0.849465,-0.127001
10/7/2024 4:00:00 PM,1,PJM,,,ZONE,,28.6625,28.658388,-0.027264,0.023152,36.97,37.300118,0.422915,-0.092797
10/7/2024 3:00:00 PM,1,PJM,,,ZONE,,27.805,27.835005,0.009079,0.020926,35.18,35.579625,0.510777,-0.111152
10/7/2024 2:00:00 PM,1,PJM,,,ZONE,,35.399167,35.442546,0.015313,0.028067,35.4,35.812599,0.476026,-0.063427
10/7/2024 1:00:00 PM,1,PJM,,,ZONE,,22.4525,22.474728,0.00437,0.017858,36.12,36.477301,0.410978,-0.053677
10/7/2024 12:00:00 PM,1,PJM,,,ZONE,,56.734167,56.770352,-0.009118,0.045303,34.19,34.414088,0.268934,-0.044846
10/7/2024 11:00:00 AM,1,PJM,,,ZONE,,30.593333,30.600513,-0.015734,0.022913,33.44,33.917778,0.498901,-0.021123
10/7/2024 10:00:00 AM,1,PJM,,,ZONE,,32.501667,32.504787,-0.019778,0.022899,32.31,32.653194,0.344595,-0.001401
10/7/2024 9:00:00 AM,1,PJM,,,ZONE,,30.79,30.813939,0.001502,0.022438,31.81,32.126901,0.299691,0.01721
10/7/2024 8:00:00 AM,1,PJM,,,ZONE,,32.379167,32.401718,0.000758,0.021794,37.23,37.556045,0.33444,-0.008395
10/7/2024 7:00:00 AM,1,PJM,,,ZONE,,33.8,33.828452,0.003443,0.025009,58.44,58.896775,0.452037,0.004738
10/7/2024 6:00:00 AM,1,PJM,,,ZONE,,29.650833,29.685189,0.012867,0.021489,47.89,48.318266,0.398278,0.029988
10/7/2024 5:00:00 AM,1,PJM,,,ZONE,,36.968333,36.994441,0.002147,0.023961,27.82,27.907871,0.069144,0.018727
10/7/2024 4:00:00 AM,1,PJM,,,ZONE,,24.655,24.674019,0.00118,0.017838,20.45,20.48389,0.023165,0.010725
10/7/2024 3:00:00 AM,1,PJM,,,ZONE,,19.263333,19.27841,0,0.015076,18.63,18.662946,0.021247,0.011699
10/7/2024 2:00:00 AM,1,PJM,,,ZONE,,17.94,17.956668,0.003877,0.012791,18.72,18.754982,0.015479,0.019503
10/7/2024 1:00:00 AM,1,PJM,,,ZONE,,27.378333,27.400598,0.004294,0.017971,21.16,21.195847,0.018066,0.017781
10/7/2024 12:00:00 AM,1,PJM,,,ZONE,,20.350833,20.372583,0.006547,0.015202,23.99,24.036114,0.006711,0.039403
10/6/2024 11:00:00 PM,1,PJM,,,ZONE,,47.638333,47.678234,0.005685,0.034216,27.34,27.417162,0.022101,0.055061
10/6/2024 10:00:00 PM,1,PJM,,,ZONE,,63.193333,63.23532,0.00346,0.038527,28.6,28.688875,0.045986,0.042889
10/6/2024 9:00:00 PM,1,PJM,,,ZONE,,33.006667,33.014178,-0.010224,0.017736,30.67,30.742768,0.046943,0.025825
10/6/2024 8:00:00 PM,1,PJM,,,ZONE,,41.0875,41.155705,0.041184,0.027021,40.85,40.850528,-0.030385,0.030913
10/6/2024 7:00:00 PM,1,PJM,,,ZONE,,159.126667,159.251364,0.032686,0.092011,63.19,63.317939,0.016074,0.111865
10/6/2024 6:00:00 PM,1,PJM,,,ZONE,,150.723333,151.007095,0.179812,0.103949,67.51,67.453575,-0.164183,0.107758
10/6/2024 5:00:00 PM,1,PJM,,,ZONE,,110.545,110.953011,0.33463,0.073381,53.1,53.099747,-0.094434,0.094181
10/6/2024 4:00:00 PM,1,PJM,,,ZONE,,81.779167,82.104602,0.263916,0.061519,35.53,35.457234,-0.111541,0.038775
10/6/2024 3:00:00 PM,1,PJM,,,ZONE,,27.881667,27.930541,0.029083,0.019791,29.19,29.129306,-0.075418,0.014724
10/6/2024 2:00:00 PM,1,PJM,,,ZONE,,40.103333,40.182777,0.050079,0.029365,27.36,27.274554,-0.102583,0.017137
10/6/2024 1:00:00 PM,1,PJM,,,ZONE,,20.605833,20.652092,0.03149,0.014769,24.55,24.560927,-0.006491,0.017418
10/6/2024 12:00:00 PM,1,PJM,,,ZONE,,24.191667,24.219859,0.010812,0.01738,23.9,23.83319,-0.084746,0.017936
10/6/2024 11:00:00 AM,1,PJM,,,ZONE,,22.27,22.298713,0.014086,0.014627,20.82,20.770823,-0.051306,0.002129
10/6/2024 10:00:00 AM,1,PJM,,,ZONE,,25.813333,25.836633,0.005661,0.017639,19.02,19.037758,0.008131,0.009627
10/6/2024 9:00:00 AM,1,PJM,,,ZONE,,19.099167,19.117439,0.005152,0.01312,17.31,17.373661,0.034932,0.028729
10/6/2024 8:00:00 AM,1,PJM,,,ZONE,,18.786667,18.811087,0.012056,0.012364,18.04,18.102018,0.036932,0.025086
10/6/2024 7:00:00 AM,1,PJM,,,ZONE,,22.189167,22.216458,0.013451,0.01384,19.94,19.963402,-0.003788,0.02719
10/6/2024 6:00:00 AM,1,PJM,,,ZONE,,18.375833,18.397387,0.008888,0.012665,17.55,17.528021,-0.044135,0.022156
10/6/2024 5:00:00 AM,1,PJM,,,ZONE,,16.270833,16.287466,0.00631,0.010324,14.25,14.205799,-0.04558,0.001379
10/6/2024 4:00:00 AM,1,PJM,,,ZONE,,14.220833,14.231649,0.003464,0.007352,12.32,12.298115,-0.01822,-0.003665
10/6/2024 3:00:00 AM,1,PJM,,,ZONE,,14.496667,14.514122,0.007922,0.009533,11.85,11.835126,-0.017107,0.002233
10/6/2024 2:00:00 AM,1,PJM,,,ZONE,,14.248333,14.259879,0.002407,0.009139,14.84,14.804547,-0.041414,0.005961
10/6/2024 1:00:00 AM,1,PJM,,,ZONE,,24.9475,24.96734,0.003715,0.016124,16.64,16.63479,-0.022663,0.017453
10/6/2024 12:00:00 AM,1,PJM,,,ZONE,,24.285,24.305896,0.003842,0.017055,20.89,20.902974,-0.015656,0.02863
10/5/2024 11:00:00 PM,1,PJM,,,ZONE,,24.653333,24.664951,-0.002958,0.014576,22.75,22.816231,0.043396,0.022835
10/5/2024 10:00:00 PM,1,PJM,,,ZONE,,22.43,22.45803,0.013182,0.014848,26.66,26.807287,0.105433,0.041854
10/5/2024 9:00:00 PM,1,PJM,,,ZONE,,35.350833,35.391092,0.015669,0.02459,30.44,30.82872,0.271994,0.116726
10/5/2024 8:00:00 PM,1,PJM,,,ZONE,,36.768333,36.805452,0.01366,0.023458,36.82,37.485617,0.48503,0.180587
10/5/2024 7:00:00 PM,1,PJM,,,ZONE,,33.760833,33.787795,0.007155,0.019807,52.05,53.160033,0.843187,0.266846
10/5/2024 6:00:00 PM,1,PJM,,,ZONE,,99.983333,100.090193,0.053329,0.05353,58.34,59.998727,1.275368,0.383359
10/5/2024 5:00:00 PM,1,PJM,,,ZONE,,120.4725,120.699079,0.149816,0.076764,52.42,54.07935,1.279889,0.379461
10/5/2024 4:00:00 PM,1,PJM,,,ZONE,,31.2375,31.262553,0.006534,0.018519,37.77,38.835201,0.824928,0.240273
10/5/2024 3:00:00 PM,1,PJM,,,ZONE,,32.1375,32.188695,0.02874,0.022455,31.37,32.233006,0.689867,0.173139
10/5/2024 2:00:00 PM,1,PJM,,,ZONE,,26.2225,26.281475,0.042135,0.01684,29,29.580576,0.412731,0.167845
10/5/2024 1:00:00 PM,1,PJM,,,ZONE,,30.535833,30.634127,0.075726,0.022567,25.91,26.298242,0.253198,0.135044
10/5/2024 12:00:00 PM,1,PJM,,,ZONE,,19.41,19.46272,0.038771,0.01395,24.61,24.850319,0.127042,0.113277
10/5/2024 11:00:00 AM,1,PJM,,,ZONE,,17.6,17.637283,0.02251,0.014773,22.74,22.89184,0.062254,0.089586
10/5/2024 10:00:00 AM,1,PJM,,,ZONE,,21.339167,21.367039,0.011175,0.016697,22.4,22.483866,0.029665,0.054201
10/5/2024 9:00:00 AM,1,PJM,,,ZONE,,25.474167,25.540533,0.048321,0.018045,22.78,22.838273,0.006955,0.051318
10/5/2024 8:00:00 AM,1,PJM,,,ZONE,,22.903333,23.001565,0.0809,0.017331,23.9,23.965358,0.005237,0.060121
10/5/2024 7:00:00 AM,1,PJM,,,ZONE,,22.441667,22.554191,0.097468,0.015056,24.27,24.331267,0.017167,0.0441
10/5/2024 6:00:00 AM,1,PJM,,,ZONE,,33.406667,33.508657,0.080324,0.021666,21.78,21.827454,0.018009,0.029445
10/5/2024 5:00:00 AM,1,PJM,,,ZONE,,16.756667,16.852531,0.083532,0.012333,19.03,19.062682,0.006903,0.025779
10/5/2024 4:00:00 AM,1,PJM,,,ZONE,,14.8175,14.866515,0.037555,0.01146,18.21,18.201287,-0.005059,-0.003654
10/5/2024 3:00:00 AM,1,PJM,,,ZONE,,17.578333,17.608022,0.016761,0.012928,18.28,18.270642,-0.007189,-0.002169
10/5/2024 2:00:00 AM,1,PJM,,,ZONE,,17.759167,17.785877,0.015243,0.011467,19.29,19.28324,-0.005874,-0.000886
10/5/2024 1:00:00 AM,1,PJM,,,ZONE,,23.6975,23.727601,0.012595,0.017506,23.16,23.176072,0.002214,0.013858
10/5/2024 12:00:00 AM,1,PJM,,,ZONE,,34.041667,34.114111,0.048639,0.023805,25.15,25.181696,0.015077,0.016619
10/4/2024 11:00:00 PM,1,PJM,,,ZONE,,29.493333,29.525704,0.011659,0.020712,26.34,26.382246,0.047888,-0.005642
10/4/2024 10:00:00 PM,1,PJM,,,ZONE,,29.446667,29.546741,0.077363,0.022712,30.59,30.694794,0.108361,-0.003567
10/4/2024 9:00:00 PM,1,PJM,,,ZONE,,29.906667,30.016873,0.08654,0.023667,33.63,33.870278,0.223454,0.016824
10/4/2024 8:00:00 PM,1,PJM,,,ZONE,,29.770833,29.814053,0.02078,0.02244,36.97,37.638209,0.452997,0.215212
10/4/2024 7:00:00 PM,1,PJM,,,ZONE,,29.863333,29.903004,0.018684,0.020986,55.99,57.260294,0.943673,0.326621
10/4/2024 6:00:00 PM,1,PJM,,,ZONE,,37.598333,37.638829,0.011467,0.029028,64.35,65.777091,1.05585,0.371241
10/4/2024 5:00:00 PM,1,PJM,,,ZONE,,33.455,33.511497,0.031332,0.025165,65.58,67.070627,1.06489,0.425737
10/4/2024 4:00:00 PM,1,PJM,,,ZONE,,33.116667,33.2069,0.065668,0.024565,52.32,53.391191,0.723009,0.348182
