0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3956169621635868,0.0,0.050479318289820885,0.3531984550742439,0.0,0.0,0.13675814826619123,0.049985057005918626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2740493577579564,0.5646184028242673,1.51034525887325,1.631360087032341,0.46238914131505504,0.0,1.8123096052819192,0.5767959202039442,0.6140759777024717,0.5402902002491377,0.15710466915844049,0.0,0.5766559531747407,0.23920759931741017,0.36182432687161276,0.34467604091278026,0.35753074229397414,0.15791061969330702,0.01532054997261886
4.847357037352719,2.593925066206657,3.7397049146833465,3.551442968072396,2.2018967639228135,0.421703818763958,4.064091645428352,1.6413122540391123,1.3573420294774121,2.043566378360214,1.3274886674250126,0.14472060831290637,2.766963557520358,1.5225548926887627,2.030301298434581,1.3287118332644992,0.7897635900202092,1.0236818013560545,0.5253992980763866
5.529833924383053,3.6888057352618646,6.588856956843339,5.280399864677559,3.025989029408835,1.7377654892116887,6.708955800144808,4.215467637203544,1.6627956568360833,3.271953826651781,2.5121963048422247,0.7703244778008163,4.203030777972356,4.204032869427925,3.7093809905233983,2.5572572099110547,0.9701395625991266,1.3928266356186128,1.961651562454796
6.596132801748677,4.961526473198815,7.539525048686646,6.004469450677191,3.707873805188033,2.396082881352189,7.15887860037401,4.672179333475115,2.2724684149837993,4.192292499162539,3.2195792022306984,0.5462609600854199,4.958481681375236,4.562695604101403,4.598588228794377,3.3680556123794325,0.9457865684618889,3.0843815722348613,2.9285565799732196
6.039441411702148,5.0844220572824375,6.73538589330484,5.7316425120508745,3.9451984726577463,4.6748068002749426,7.287552774417998,5.0061151203479035,2.5625755958258143,5.18653504343851,3.1392163721704147,0.6441480490081619,4.881734200335259,3.660923556111014,5.078664030704117,4.112543014117687,0.5276479545138867,3.9906895532146622,2.5371621867798915
4.801642100312343,2.6949913996071295,4.393245391063992,4.452864276604925,3.0724583234296716,3.7996740763076904,6.823157464437962,5.401898524127734,2.6520087327634396,4.844903392571133,2.361702123484968,0.6940459444698236,4.026315891430758,3.292510669463255,2.9580548371354802,4.044858300294339,0.17035367644538796,3.90634100542474,2.9453219975279064
2.9172769928031177,1.84314887059713,3.1110855893289897,3.2137504654554436,2.2416500682469622,3.0933814079756536,5.247095189373855,4.258343483505498,3.076862462373143,2.5934344952718935,1.182980138494868,0.33148036068945,2.3889425406107088,1.6014172405614784,1.6308268864590183,1.3168943045646833,0.0,2.8759045026518044,2.2921866026601276
0.960912161117648,0.2942420927318446,1.1305497062804952,0.8776563487122158,0.9278697638385145,1.3378842791433123,2.472486044227894,2.2108015730070827,1.276879235863023,0.8652465966153494,0.35951665267885224,0.012340092819397394,0.926189596835655,0.4487031818451004,0.31873474239454913,0.7063435881620825,0.0,1.5137849050932628,0.8250840026060016
0.0105934040204734,0.0022781778662013252,0.0,0.08329901204490905,0.020559294730390292,0.11104188269622366,0.2905258923636866,0.8341538843055772,0.07751395608836452,0.0,0.0005035907485844859,0.0,0.3130645679022113,0.0,0.0,0.006317680900279452,0.0,0.21387737450354818,0.19400017437863737
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02899465310275902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003168823357341566,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
