total_x_da_1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.2705125471686891
6.633969304838254
18.57972207988184
21.14673408322065
25.77011898934513
13.002038707067452
5.538486093819148
0.7208828767958564
0.0
0.0
0.0
0.0
0.0
0.0
0.0
