der_profit_value
912.5657407629194
595.7329494096684
941.7150975929787
824.581016750388
547.2178361635913
511.6029418444423
1159.6491052800552
820.2236469845604
423.1769780710433
606.9760661625761
371.0763901266224
87.75163270947978
664.9783380568517
533.536694923725
581.4724743926319
467.5131890712287
91.9427627470365
498.0925114955648
352.9248598083103
