alpha_DA
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.006508938729848479
8.764394779484693
29.192410008269352
55.73864913421042
65.81246023960976
71.94105586214671
53.131234637584186
38.0699539775315
13.072975947917602
0.05305531436215194
0.0
0.0
0.0
0.0
0.0
0.0
